machine,file,case,ftype,d1,d2,sev_pct,phases,speed_rpm,torque_Nm,torque_pu,speed_rad_s,zf_ohm,rep,fs,fe0_Hz,rotation,t_on,t_off,fault_duration_s,n_pre,n_flt,Ifault_rms_flt,I1_pre,I1_flt,fe_Hz__pre,fe_Hz__flt,fe_Hz__rel,fe_Hz__auc,I1__pre,I1__flt,I1__rel,I1__auc,I2__pre,I2__flt,I2__rel,I2__auc,I2_I1__pre,I2_I1__flt,I2_I1__rel,I2_I1__auc,I0_I1__pre,I0_I1__flt,I0_I1__rel,I0_I1__auc,I_unbal_rms__pre,I_unbal_rms__flt,I_unbal_rms__rel,I_unbal_rms__auc,V1__pre,V1__flt,V1__rel,V1__auc,V2_V1__pre,V2_V1__flt,V2_V1__rel,V2_V1__auc,D2_D1__pre,D2_D1__flt,D2_D1__rel,D2_D1__auc,Id_std__pre,Id_std__flt,Id_std__rel,Id_std__auc,Iq_std__pre,Iq_std__flt,Iq_std__rel,Iq_std__auc,Id_2fe__pre,Id_2fe__flt,Id_2fe__rel,Id_2fe__auc,Iq_2fe__pre,Iq_2fe__flt,Iq_2fe__rel,Iq_2fe__auc,Id_1fe__pre,Id_1fe__flt,Id_1fe__rel,Id_1fe__auc,Iq_1fe__pre,Iq_1fe__flt,Iq_1fe__rel,Iq_1fe__auc,Vd_2fe__pre,Vd_2fe__flt,Vd_2fe__rel,Vd_2fe__auc,Vq_2fe__pre,Vq_2fe__flt,Vq_2fe__rel,Vq_2fe__auc,Vdconv_2fe__pre,Vdconv_2fe__flt,Vdconv_2fe__rel,Vdconv_2fe__auc,Vqconv_2fe__pre,Vqconv_2fe__flt,Vqconv_2fe__rel,Vqconv_2fe__auc,Te_std__pre,Te_std__flt,Te_std__rel,Te_std__auc,Te_2fe__pre,Te_2fe__flt,Te_2fe__rel,Te_2fe__auc,Te_1fe__pre,Te_1fe__flt,Te_1fe__rel,Te_1fe__auc,Ia_h3__pre,Ia_h3__flt,Ia_h3__rel,Ia_h3__auc,Ia_h5__pre,Ia_h5__flt,Ia_h5__rel,Ia_h5__auc,Ia_h7__pre,Ia_h7__flt,Ia_h7__rel,Ia_h7__auc,Ia_thd__pre,Ia_thd__flt,Ia_thd__rel,Ia_thd__auc,Spd_std__pre,Spd_std__flt,Spd_std__rel,Spd_std__auc,Vdc_std__pre,Vdc_std__flt,Vdc_std__rel,Vdc_std__auc,If_2fe__pre,If_2fe__flt,If_2fe__rel,If_2fe__auc,If_std__pre,If_std__flt,If_std__rel,If_std__auc
WFSG,FAULT_GER_TYPE_INTERBRANCH_A_POS_D06_D04_ZF_2.83_TRQ_0.4_SPD_150_ID_01.csv,WINDINGS_D04_D06,WINDINGS,D04,D06,2.3000000000000007,AA,716,,0.4,150,2.83,1,3999.991210984475,23.868147283133982,1,0.5487509984497194,0.8227519968628059,0.27400099841308645,9,3,1.606426654604467,1.7388802476117997,1.73517786782584,23.869461543498236,23.8137293026621,-0.0023348763328646027,0.0,1.7388802476117997,1.73517786782584,-0.0021291746749349527,0.2962962962962963,0.021565061506008218,0.027733660628355347,0.28604597861353204,1.0,0.01240188665449278,0.0159841300431092,0.2888466479669603,1.0,0.0073226510382299785,0.0075185639062178,0.02675436354470573,0.5185185185185185,0.017598885265833735,0.021786033251215534,0.23792120478850318,0.8888888888888888,75.2452821863844,74.9302554144569,-0.004186664768525652,0.0,0.006242625236265911,0.007644368109998699,0.224543813008268,1.0,0.004739564755070137,0.0065087449614418215,0.37327904518639776,1.0,0.12427341849899591,0.12498848272916994,0.00575395960625169,0.6296296296296297,0.12838897115002357,0.1318873949424034,0.027248631724697693,0.9259259259259259,0.02403836160081548,0.02323186899224897,-0.033550231998305126,0.37037037037037035,0.019559040367858434,0.03346290152845604,0.7108662234495899,1.0,0.008149301180038778,0.009088736545097101,0.11527802744110292,0.5185185185185185,0.0029918319351835846,0.005049192725747606,0.6876592118593647,0.7777777777777778,0.4650151214612308,0.6755848576898841,0.45282341693959055,1.0,0.5618037062914787,0.5259920690627368,-0.06374403875890754,0.25925925925925924,0.44771250525484557,0.4337661596484135,-0.031150225742507684,0.4444444444444444,0.2872237376617671,0.4945531688558516,0.7218394721895665,1.0,0.6104742609756145,0.7099732255349339,0.1629863385236055,0.8518518518518519,0.047832448218613904,0.10221031435696236,1.1368405374071449,0.9629629629629629,0.10273584324118093,0.14273654715604467,0.3893548994478856,0.8148148148148148,0.0023473133798036176,0.008373899364773292,2.5674398811946766,1.0,0.05158724479893949,0.05373398293646018,0.041613738936583475,1.0,0.026437458359348406,0.025926029031959095,-0.019344875004161172,0.3333333333333333,0.0602512545876286,0.06194665426485834,0.02813882779426562,1.0,0.010740837409277946,0.05068955457345359,3.719329847565507,0.9629629629629629,0.22276199862485876,0.2122790754247242,-0.04705884874820264,0.2222222222222222,0.0014701749293380164,0.005036682697222092,2.4259070786154586,1.0,0.013916224403983986,0.014593497247026915,0.048667858708072886,1.0
WFSG,FAULT_GER_TYPE_INTERBRANCH_A_POS_D06_D04_ZF_2.83_TRQ_0.4_SPD_150_ID_02.csv,WINDINGS_D04_D06,WINDINGS,D04,D06,2.3000000000000007,AA,716,,0.4,150,2.83,2,3999.993359430047,23.872183173404544,1,0.5527507749267642,0.8225009316406187,0.2697501567138545,9,3,0.9116908147980798,1.756975799728999,1.7492270067165532,23.86244535459573,23.829797257281594,-0.0013681790289715391,0.037037037037037035,1.756975799728999,1.7492270067165532,-0.004410301504233009,0.0,0.02082175293341641,0.024377578401290994,0.1707745490615208,1.0,0.011850858400285573,0.013935773941983134,0.17592949567664407,1.0,0.007478102342446619,0.0086462252029042,0.15620578683808245,0.7037037037037037,0.017913861234644897,0.019600927074494966,0.09417656069520804,1.0,75.35419037944622,75.13682972000991,-0.0028845198699871785,0.0,0.00638311741016922,0.007073151076916715,0.10810292564071781,1.0,0.004845260512918526,0.005762487525536375,0.18930396212387776,1.0,0.12473107983210935,0.12248992147939093,-0.017967922315232605,0.2222222222222222,0.12640408295369898,0.1281093075822399,0.013490265414650664,0.7407407407407407,0.0224527701648076,0.023374381849408474,0.041046680558170345,0.5555555555555556,0.019399558312846996,0.02696186553994088,0.3898185260272596,1.0,0.007968041157879777,0.0059826137021164,-0.24917384541870027,0.37037037037037035,0.0037180451825754948,0.0028660787510935044,-0.22914364663310308,0.37037037037037035,0.4866588567868737,0.5907187160674966,0.21382506005884658,1.0,0.5094418254207702,0.5129808947374807,0.006946954765222447,0.5925925925925926,0.41595803770066997,0.43289697237204683,0.04072270069599277,0.5555555555555556,0.28560824487251174,0.39838671513064133,0.39487119956383276,1.0,0.6379864649597072,0.5729805606999102,-0.10189229369294307,0.18518518518518517,0.055775754724785305,0.05013452554234399,-0.10114124336419782,0.4074074074074074,0.05754498055279622,0.04932766171924097,-0.14279818595152793,0.37037037037037035,0.0030684080572384747,0.004500012400940514,0.4665625682753758,0.8888888888888888,0.05277354791067961,0.05192853081226379,-0.01601213357582156,0.3333333333333333,0.02680083096033934,0.02741323587022904,0.022850220979937285,0.6296296296296297,0.06116789313878278,0.060946930205170946,-0.003612400595693117,0.4444444444444444,0.013225368837356546,0.03582153329519871,1.708547015642902,0.9259259259259259,0.23782419419803422,0.21197059230143458,-0.10870888045592011,0.0,0.0015941308912070839,0.003539110129852356,1.220087540724165,1.0,0.013444664623399681,0.013807509430704476,0.02698801476038936,0.9259259259259259
WFSG,FAULT_GER_TYPE_INTERBRANCH_A_POS_D06_D04_ZF_2.83_TRQ_0.4_SPD_377_ID_01.csv,WINDINGS_D04_D06,WINDINGS,D04,D06,2.3000000000000007,AA,1800,,0.4,377,2.83,1,3999.9912110128967,60.00043732546196,1,0.5487510384399421,0.6725009087036131,0.12374987026367101,27,3,3.962926079097012,1.5554615372377347,1.5595295692010813,59.959256527111165,59.94331901136741,-0.0002658057598921646,0.4567901234567901,1.5554615372377347,1.5595295692010813,0.002615321475946495,0.6172839506172839,0.058767483859303644,0.10361997426067356,0.7632195128304645,1.0,0.037778715043018274,0.06644434277518123,0.7587772029705528,1.0,0.007901441717334687,0.009008472881579303,0.1401049585439503,0.6666666666666666,0.04861734471306164,0.07778895273625332,0.6000247071361422,1.0,195.93106259557462,194.7291637659413,-0.006134294448829547,0.0,0.006817950551833773,0.009230522893456656,0.3538559459006331,1.0,0.002518603483753693,0.004563797401680938,0.8120348959730318,1.0,0.21434949731394412,0.22823725652053817,0.06479025787615227,1.0,0.09330191510871633,0.12726995726575047,0.36406586207211544,1.0,0.05784770326644247,0.09763145685871048,0.6877326383906173,1.0,0.062470937240587575,0.11915113490229974,0.9073050632076455,1.0,0.0560960353298667,0.035315983318561554,-0.3704370886304225,0.3333333333333333,0.013385262343892364,0.010761391767844679,-0.19602683224546183,0.35802469135802467,1.3813734640377666,1.7667313383299559,0.2789671904987843,1.0,1.5601735844975348,2.3197685655158975,0.48686568505324085,1.0,0.6565714607364725,1.102902921727855,0.6797911387904904,1.0,0.5652145432010064,1.0787662044771056,0.9085959790908381,1.0,0.2748146449757716,0.3341273261857121,0.2158279491079147,0.9753086419753086,0.07780738622574991,0.16012418780174195,1.0579561346163016,0.9753086419753086,0.03134918399692207,0.055124257480564355,0.7583952898415658,0.7037037037037037,0.006881671646477855,0.031396779648541664,3.5623768847807518,1.0,0.07016591307619338,0.0824768552647879,0.17545474217981072,1.0,0.04061209794892861,0.03465119755210093,-0.14677647050698436,0.024691358024691357,0.08857281271335232,0.10202153244836447,0.15183801127029983,1.0,0.004229685065303117,0.0070320532321405185,0.6625477130261406,0.6666666666666666,0.22605656744327754,0.24121762445986228,0.06706753618378716,0.691358024691358,0.0028448604767029716,0.010334918478914532,2.6328384339228132,1.0,0.015393384727176029,0.017669093368083633,0.14783679361238775,1.0
WFSG,FAULT_GER_TYPE_INTERBRANCH_A_POS_D06_D04_ZF_2.83_TRQ_0.4_SPD_377_ID_02.csv,WINDINGS_D04_D06,WINDINGS,D04,D06,2.3000000000000007,AA,1800,,0.4,377,2.83,2,3999.993749999919,60.007132781161346,1,0.5490016088378908,0.6770020960693373,0.1280004872314464,27,3,2.3214589567864734,1.581920780148425,1.580186238216193,60.03534092723135,59.951792397222356,-0.001391655793381202,0.2962962962962963,1.581920780148425,1.580186238216193,-0.0010964783786891884,0.3950617283950617,0.062473412436831605,0.08601918315779027,0.3768926620546999,1.0,0.03949079410057763,0.05443694820956111,0.3784718552611952,1.0,0.012249064209944004,0.010963856794899121,-0.10492290619241985,0.2222222222222222,0.05578497929528871,0.06929191182304832,0.24212489989935937,1.0,195.9591955946437,195.31645612467727,-0.003279965852156128,0.0,0.006279775755940474,0.007961637815786803,0.26782199320657907,1.0,0.0023779156260327716,0.004250577020405652,0.7875222206673334,1.0,0.21962427970010054,0.22769488821363792,0.03674734198130505,0.8641975308641975,0.09218745835506945,0.1059970005113789,0.14979849106068846,1.0,0.06800516912465521,0.09223193859576218,0.3562489408224055,0.9876543209876543,0.06180261119223177,0.08704319184913141,0.40840637911545447,1.0,0.045607112770314456,0.03691137744843901,-0.19066620958157815,0.4444444444444444,0.011230457278191039,0.010273503111010017,-0.08521061462380315,0.49382716049382713,1.2526641206191063,1.3099916862997907,0.04576451479455748,0.8888888888888888,1.6473352147664557,1.9854625147361376,0.20525713099480997,0.9753086419753086,0.771307835056901,1.0483268007398008,0.35915487058738804,0.9753086419753086,0.5593089730793026,0.7879844829749403,0.4088536406570658,1.0,0.2656364060157872,0.2584077923018026,-0.02721243606027022,0.345679012345679,0.07801961728084077,0.15216379580055187,0.9503273805204713,0.9506172839506173,0.04213856129698229,0.04255838273141282,0.009962880115240007,0.5185185185185185,0.007364748028632558,0.035710457861487355,3.8488363380054236,1.0,0.07338968955759805,0.08301077998005148,0.13109594113901465,1.0,0.038970095827218054,0.031720695756078755,-0.18602469194022533,0.0,0.0896645989372374,0.10112758009579222,0.1278428866511584,1.0,0.0038268898937969284,0.003180685199896994,-0.1688589721244342,0.2716049382716049,0.2355153471850894,0.21912706546827473,-0.06958477191694545,0.19753086419753085,0.003100588997470674,0.007749859160754676,1.499479668887645,1.0,0.014992944667904469,0.01580470848531069,0.054143054309002604,1.0
WFSG,FAULT_GER_TYPE_INTERBRANCH_A_POS_D06_D04_ZF_2.83_TRQ_0.6_SPD_200_ID_01.csv,WINDINGS_D04_D06,WINDINGS,D04,D06,2.3000000000000007,AA,955,,0.6,200,2.83,1,3999.9914062976136,31.833179619138516,1,0.5490009589965865,0.8217519546630854,0.27275099566649885,13,5,2.107853069812944,3.075664494547593,3.0617041483746723,31.833734898423145,31.755205381668464,-0.002466864695746751,0.0,3.075664494547593,3.0617041483746723,-0.004538969122824948,0.0,0.03527812708030498,0.05024271112124619,0.4241887333439427,1.0,0.011470106393352244,0.016410243497809375,0.4306967115248641,1.0,0.007859143791001336,0.008507117638687774,0.08244840213107736,0.7846153846153846,0.014848503978473473,0.021107723647165823,0.4215387407220697,1.0,99.40816617341619,98.89174899921164,-0.005194917018222281,0.0,0.007416137979852023,0.009261556886477526,0.2488382648272039,1.0,0.004949323370983783,0.006746087328119793,0.3630322414715984,1.0,0.17440956939742203,0.17532665400698455,0.005258224148657749,0.5846153846153846,0.1356578219715438,0.14073556905421375,0.03743055143355522,0.8923076923076924,0.03655357687547098,0.0408206454181776,0.11673463741300809,0.8615384615384616,0.03771347371522881,0.06447040423632319,0.7094793421346879,1.0,0.014868704266242242,0.010509012713999788,-0.2932126077818801,0.2153846153846154,0.004740296668315273,0.0051348764386912596,0.08323946748173099,0.5076923076923077,0.7296162851624645,1.087583160086531,0.49062347182170934,1.0,0.8257758503895638,0.9248034204110892,0.11992064187249925,0.7846153846153846,0.556847732917285,0.6208583855355716,0.11495180609417133,0.8461538461538461,0.45723197894119044,0.7836624008904751,0.7139273650657546,1.0,0.7896686269176872,0.8026898400264372,0.016489464903241272,0.6,0.10400199731098689,0.17121622019862517,0.6462781929721431,0.8461538461538461,0.12876562252737486,0.08228046873079944,-0.36100593375916723,0.2,0.002240807500191729,0.009534760715139966,3.255055695022508,1.0,0.03996936469541649,0.0406705283784229,0.01754252759205901,0.676923076923077,0.022844276035416868,0.021042536852017898,-0.07887048732057099,0.13846153846153847,0.048912231945635695,0.04961590769181184,0.014386498390796284,0.6153846153846154,0.0061782499713245636,0.06037904811003384,8.772839945012631,1.0,0.21756719292100862,0.21547583070214832,-0.009612488862783682,0.38461538461538464,0.0029517031722966834,0.00740042157513388,1.5071699771815823,1.0,0.015076779464981156,0.015866530300533845,0.052381931922997414,1.0
WFSG,FAULT_GER_TYPE_INTERBRANCH_A_POS_D06_D04_ZF_2.83_TRQ_0.6_SPD_200_ID_02.csv,WINDINGS_D04_D06,WINDINGS,D04,D06,2.3000000000000007,AA,955,,0.6,200,2.83,2,3999.9937498293893,31.833769262214116,1,0.5490014488525361,0.8242514944824251,0.275250045629889,13,5,1.2325549630775157,3.08892975681098,3.0843151517930805,31.825360210701696,31.75891590359239,-0.002087778635321297,0.0,3.08892975681098,3.0843151517930805,-0.0014939171108454034,0.2923076923076923,0.0357922284313228,0.04437669799733203,0.23984171822329778,1.0,0.011587447745853475,0.014388318032025938,0.24171589357757783,1.0,0.007391788197533706,0.007980138323895854,0.07959510075768306,0.6,0.015159483812251089,0.019239469993076467,0.26913753999513823,1.0,99.45005739306818,99.2009326334124,-0.002505023789691002,0.0,0.007232592680013328,0.008470481239811388,0.1711541924957094,1.0,0.004880746627067657,0.006089963542126463,0.24775244597880317,1.0,0.171411604503027,0.17163287719566434,0.0012908851374378416,0.5076923076923077,0.13620242834483526,0.13819096286136262,0.014599846278018046,0.8615384615384616,0.035811402665300175,0.04420862401528579,0.2344845698580298,1.0,0.0386369386535482,0.05339959767642986,0.38208666466192553,1.0,0.011667791758476567,0.015031144053568835,0.2882595408551766,0.5846153846153846,0.005094063013575438,0.0038893030464384006,-0.23650276094473285,0.3384615384615385,0.7539954582618277,0.9207920428622496,0.22121696194952567,1.0,0.7866061243056196,0.9208524242300765,0.17066521067702528,0.9846153846153847,0.5455612900297803,0.6786490549552536,0.24394649576073948,1.0,0.46791666659927916,0.6469509933663521,0.3826201106882067,1.0,0.849861001050888,0.8474854200098975,-0.002795258328189029,0.47692307692307695,0.0887908456851483,0.13372292260181798,0.5060440248085765,0.7846153846153846,0.09214215800195322,0.14510593407766237,0.5748050319657853,0.6923076923076923,0.0021807066360593924,0.007249296726635879,2.324287919688085,1.0,0.039913600525011174,0.04071835577090449,0.0201624317352435,0.676923076923077,0.02260229964816473,0.02065750621775558,-0.08604405129931386,0.03076923076923077,0.048706178112845694,0.04913898275628703,0.008886031715290541,0.6,0.008402580704963889,0.029959674989058376,2.5655325477992097,0.9384615384615385,0.2246879439641056,0.23812454564505642,0.05980116887400662,0.9384615384615385,0.0025675272404203594,0.00426135138198316,0.6597102904682272,0.8307692307692308,0.014617389290819401,0.014218401779495921,-0.027295401619635878,0.13846153846153847
WFSG,FAULT_GER_TYPE_INTERBRANCH_A_POS_D06_D04_ZF_2.83_TRQ_0.6_SPD_300_ID_01.csv,WINDINGS_D04_D06,WINDINGS,D04,D06,2.3000000000000007,AA,1432,,0.6,300,2.83,1,3999.9914062976136,47.73848313588222,1,0.547500915722658,0.7245014622802657,0.17700054655760766,21,4,3.167926075585817,3.0581492753373176,3.048663951413321,47.75925190178774,47.64447577694472,-0.0024032228368872197,0.0,3.0581492753373176,3.048663951413321,-0.003101654978222232,0.011904761904761904,0.053206103896568754,0.08351055557639342,0.5695672011379692,1.0,0.01739768543717799,0.027392275937191082,0.5744781704499121,1.0,0.008127648597661772,0.007884924800497715,-0.029863963020483685,0.4523809523809524,0.022119049994552692,0.03541254916561892,0.6009977451264883,1.0,152.28020969389178,151.50922926462505,-0.005062906275323142,0.0,0.007239529411388786,0.009112404318795042,0.25870119464670777,1.0,0.003824369229886749,0.005742299362213696,0.5015023437953302,1.0,0.20369560286090532,0.2028683413424136,-0.004061263507276678,0.4642857142857143,0.09625445920713105,0.11843081004974916,0.2303929711442934,1.0,0.05578399942128352,0.07610176233708336,0.36422205518752954,1.0,0.052524623388276535,0.10302737366994902,0.9615061855530537,1.0,0.03592085023883441,0.03650741324566886,0.01632931856942282,0.5,0.008787080840545289,0.00674365444417289,-0.23254894696582673,0.34523809523809523,1.0344716984105424,1.4733692762646362,0.42427219471393607,1.0,1.2484988837062576,1.549919686186096,0.24142656946960922,1.0,0.6870171884008891,0.9377365933912689,0.36493905716385033,1.0,0.5162820076291248,1.013407378530056,0.9628950138778515,1.0,0.5679665340905277,0.7120894670256069,0.25375250879149097,0.8690476190476191,0.10741084371128587,0.23053349213614396,1.1462776398610615,0.9404761904761905,0.1024535032050452,0.06803445383352325,-0.3359479987974392,0.30952380952380953,0.0031592895523479985,0.016550504772318328,4.238679297381247,1.0,0.04408701755640502,0.04690710932059715,0.06396648992153073,0.9404761904761905,0.024814058529208587,0.022485246598633064,-0.0938505052623408,0.10714285714285714,0.05533536246406993,0.05841545056192539,0.055662201541652655,0.9285714285714286,0.005236175919286226,0.01939128619841625,2.703329776792448,0.8214285714285714,0.21485920507191647,0.20530670605270618,-0.04445934264726025,0.32142857142857145,0.002704347290142131,0.008876857367274582,2.282439869920718,1.0,0.015940533278542144,0.01694737163387765,0.06316215008257166,0.9642857142857143
WFSG,FAULT_GER_TYPE_INTERBRANCH_A_POS_D06_D04_ZF_2.83_TRQ_0.6_SPD_300_ID_02.csv,WINDINGS_D04_D06,WINDINGS,D04,D06,2.3000000000000007,AA,1432,,0.6,300,2.83,2,3999.993359430047,47.74875546142486,1,0.548500528027347,0.7222512093261741,0.1737506812988272,21,4,1.8485945206938452,3.075814889742095,3.0694960238423215,47.761062449267804,47.69586005822017,-0.0013651788235844418,0.07142857142857142,3.075814889742095,3.0694960238423215,-0.0020543713215145135,0.13095238095238096,0.053280266932780686,0.07194835486985444,0.3503752704660009,1.0,0.017322741764138866,0.023440298853530873,0.3531517800523027,1.0,0.007820391186732526,0.00864234494983043,0.10510391916102181,0.6190476190476191,0.02359481462273208,0.028423659604393033,0.20465704261175557,0.9523809523809523,152.5122516970901,152.07201194099787,-0.002886586167297661,0.0,0.007072326029814848,0.008668355256389162,0.2256724619094092,1.0,0.003620973343856051,0.005278612776991774,0.4577883557050625,1.0,0.20417095088297074,0.20465719311016414,0.0023815446080383456,0.5119047619047619,0.09592072454934263,0.10974045997083715,0.1440745520472534,1.0,0.05783038293202248,0.07373045878715337,0.2749432918993611,0.9642857142857143,0.052349860206119085,0.07829663078091882,0.49564164016176043,1.0,0.03970291390418569,0.034342740462314995,-0.13500705401135804,0.36904761904761907,0.007450206713436723,0.00610489362197501,-0.18057392810798004,0.40476190476190477,1.0329691911836651,1.2505263474647468,0.21061340274029458,1.0,1.2763279744925224,1.5091502846141447,0.18241573856766255,0.9642857142857143,0.7140819855262192,0.9089226626770847,0.2728547717210428,0.9523809523809523,0.5145665923110424,0.7687001423716788,0.49387883678818223,1.0,0.6237903851914891,0.6440704283779453,0.032510990338895096,0.5357142857142857,0.11223108471432772,0.16375748878229096,0.45910991771235415,0.7380952380952381,0.08883148932859755,0.12029793675701762,0.35422627343353646,0.6190476190476191,0.0030197833833878647,0.010772617511455257,2.5673477676301286,1.0,0.043522564921754776,0.04486934320341599,0.030944368377242105,0.7261904761904762,0.024884114310405176,0.023119402306394164,-0.07091721175999846,0.15476190476190477,0.05519104478513629,0.05568059302638165,0.008870066568792306,0.5714285714285714,0.0029492072400647404,0.020757410748093043,6.038301841289858,1.0,0.21382214840139613,0.22778512986177352,0.06530184812363535,0.7857142857142857,0.002544033010640247,0.00684060395335593,1.688881757723097,1.0,0.014649742649338401,0.015363057179375415,0.04869126694653766,0.9285714285714286
WFSG,FAULT_GER_TYPE_INTERBRANCH_A_POS_D06_D04_ZF_2.83_TRQ_0.6_SPD_377_ID_01.csv,WINDINGS_D04_D06,WINDINGS,D04,D06,2.3000000000000007,AA,1800,,0.6,377,2.83,1,3999.991210984475,60.00490217228259,1,0.5475010757202181,0.67225158817139,0.12475051245117186,27,3,3.970764547064683,2.9643956002930394,2.9751106160370693,60.03269443294376,59.983876693015056,-0.0008131858879536096,0.2962962962962963,2.9643956002930394,2.9751106160370693,0.003614570114383747,0.8518518518518519,0.06777463155230833,0.11887352233054271,0.7539530589523953,1.0,0.022863036937936957,0.03995816386391369,0.7477189916799963,1.0,0.010622115392112053,0.010882932620433472,0.024554170115220274,0.6296296296296297,0.033175736090834185,0.050269879742378405,0.5152604181785435,1.0,193.90594642352937,192.4121820862717,-0.007703550947297814,0.0,0.007127836786387834,0.009378825421678746,0.31580249418584716,1.0,0.003300384304320146,0.005752154740493281,0.7428742261814208,1.0,0.25023335025299587,0.26310555047068207,0.05144078598904541,0.9506172839506173,0.09822455134267133,0.13421181615306277,0.3663774923730054,1.0,0.06949882967314502,0.10966621763913324,0.5779577606543389,1.0,0.06823635155997704,0.1395374841534955,1.044914198421755,1.0,0.05829219618173506,0.04221594364103717,-0.2757873882565285,0.32098765432098764,0.012329638178491167,0.011829682237508502,-0.040549116993135216,0.49382716049382713,1.3512365465869942,1.7868663551917032,0.3223934474722725,1.0,1.5823073173807605,2.16032035997656,0.365297585523779,1.0,0.7878850497080437,1.2524919159864323,0.5896886436042311,1.0,0.6175092742034844,1.2603473108569128,1.0410176227435857,1.0,0.48041660106884077,0.5107488489599449,0.0631373849771642,0.6049382716049383,0.1381750138914914,0.2754880937695306,0.9937620124711616,0.9753086419753086,0.06693674954037855,0.09822394205210595,0.46741427880142117,0.8148148148148148,0.0025992941451069697,0.02232327057243279,7.588204845709801,1.0,0.04538414298534042,0.05419165996578174,0.19406595346057862,1.0,0.026975209157976902,0.023931121086988597,-0.1128476169790191,0.07407407407407407,0.058336908852030155,0.06750505811539148,0.15715864010923283,1.0,0.004348895703379541,0.007371637832123409,0.6950596967397691,0.6666666666666666,0.20315452686178975,0.19272003163757367,-0.051362356455462506,0.14814814814814814,0.0018870423033191096,0.010147358514296519,4.3773879347847044,1.0,0.01629998488962126,0.01829944344383076,0.12266628268364972,1.0
WFSG,FAULT_GER_TYPE_INTERBRANCH_A_POS_D06_D04_ZF_2.83_TRQ_0.6_SPD_377_ID_02.csv,WINDINGS_D04_D06,WINDINGS,D04,D06,2.3000000000000007,AA,1800,,0.6,377,2.83,2,3999.993750056762,59.99843176202833,1,0.5482505276123035,0.6750008128173803,0.1267502852050768,27,3,2.3351335354352662,2.9830594444559675,2.976992271652611,60.01354198041908,60.005059687703636,-0.00014133964494562822,0.4444444444444444,2.9830594444559675,2.976992271652611,-0.002033875930508931,0.2716049382716049,0.06869145509449152,0.09257567524579113,0.34770292925727997,1.0,0.023027711197629367,0.031096550198055368,0.3503969166182987,1.0,0.01151784868451184,0.011274094783503821,-0.021163144931379194,0.41975308641975306,0.03253917898292898,0.04054419805764351,0.24601171034199107,1.0,194.0667444218391,193.5398431244429,-0.0027150519733091334,0.0,0.006705139876868417,0.008333983876918048,0.24292468613054052,1.0,0.0032133864034880077,0.004916904455775964,0.5301317172559308,1.0,0.25020721342850627,0.2557214011187172,0.02203848408146139,0.7654320987654321,0.09933345232465551,0.11508732292435624,0.15859582276685316,1.0,0.0701271796008171,0.08691365067868943,0.23937182663591308,1.0,0.06969544634523969,0.10419098045794128,0.49494674217059076,1.0,0.05379277109843313,0.042463358444946926,-0.21061217747557548,0.345679012345679,0.01275009255014672,0.014577762929301288,0.1433456558818106,0.6172839506172839,1.3216133331512427,1.524254291919747,0.1533284764049172,1.0,1.5197996175922108,1.7817529889815262,0.1723604667070012,1.0,0.7948646941844052,0.9894278201553023,0.2447751515376267,0.9506172839506173,0.6307437871119764,0.9427961856442982,0.4947371736488035,1.0,0.5421597198265447,0.462029907100097,-0.14779742905298074,0.16049382716049382,0.13280636168023438,0.19008056623762792,0.4312610016024382,0.8765432098765432,0.07644384197319412,0.10467236229113737,0.3692713446799533,0.7530864197530864,0.0031468081651279084,0.014762955539402704,3.6914062646086445,1.0,0.04573505762236122,0.04956634823601328,0.0837714176570498,0.8641975308641975,0.027647364330321094,0.028253055155492184,0.02190772393109545,0.5925925925925926,0.059071982684369,0.0626773776558584,0.06103392518164829,0.7777777777777778,0.005297037412048965,0.0060978140296930805,0.15117443116837717,0.5925925925925926,0.1856052188185122,0.20501814345609795,0.10459255812503869,0.8888888888888888,0.0022894899040861254,0.006712280118911275,1.9317797413876583,1.0,0.015296650067450535,0.01618718618952206,0.05821772205971301,1.0
