protocol,model,seed,acc,macro_f1,micro_f1,hamming,any_component_found,mean_component_recall,all_zero_prediction_rate,topk_exact,topk_recall,top1_in_truth,n_train,n_test,fit_s
compositional_zeroshot,proposed[full],0,0.013822751322751323,0.13644763027282092,0.3351882160392799,0.8567195767195768,0.5207010582010582,0.2708994708994709,0.0992063492063492,0.06759259259259259,0.37943121693121695,0.4740079365079365,25200,15120,144.9
compositional_zeroshot,proposed[no_mix],0,0.0003968253968253968,0.09845995868197065,0.28675939980590737,0.8736199294532628,0.3806878306878307,0.19054232804232804,0.3517195767195767,0.16124338624338624,0.44599867724867726,0.5235449735449735,25200,15120,137.8
