machine,ftype,feature,group,n,median_sdr,q25,q75,frac_detectable,healthy_false_alarm,median_delta
PMSG,TURNS,Vq_2fe,dq / control,108,1.1741818565188276,0.46911721406701723,4.221908255397388,0.5462962962962963,0.0,0.023511111563121988
PMSG,TURNS,Vdconv_2fe,dq / control,108,0.5302383164895503,0.2519829486022615,0.9919056030090926,0.25,0.0,0.008386055701885886
PMSG,TURNS,Vqconv_2fe,dq / control,108,1.1406082502039805,0.2672517180765404,2.10204864739833,0.5462962962962963,0.0,-0.014837144249195307
PMSG,TURNS,D2_D1,dq / control,108,2.3700664923785677,0.6896441802960758,6.421181255196229,0.6481481481481481,0.0,0.005644294937336425
PMSG,TURNS,V2_V1,dq / control,108,2.4954351168261506,0.943122897725843,10.855135416689357,0.7314814814814815,0.2222222222222222,-0.003081474643206569
PMSG,TURNS,Te_2fe,mechanical,108,0.2738393637976186,0.10748423064943134,0.4857177598954498,0.037037037037037035,0.0,0.03253683094861162
PMSG,TURNS,Te_1fe,mechanical,108,0.30858820083606847,0.17213236105044358,0.5842335601596831,0.05555555555555555,0.1111111111111111,0.042192658602000936
PMSG,TURNS,Te_std,mechanical,108,0.35738393905823945,0.16781022545636246,0.6179789204231905,0.12962962962962962,0.1111111111111111,0.03697857068478856
PMSG,TURNS,Spd_std,mechanical,108,0.36873719497921975,0.16080963461208006,0.578483795256286,0.1111111111111111,0.2222222222222222,0.03204417002374195
PMSG,TURNS,Vdc_std,mechanical,108,0.43248712124849664,0.16073363356933507,0.7466817994855844,0.1574074074074074,0.0,-0.0007291968179563567
PMSG,WINDINGS,I2_I1,stator current,108,11.539384629235432,1.6506363230755428,80.21402310604569,0.8333333333333334,0.0,1.8434555810726523
PMSG,WINDINGS,I0_I1,stator current,108,2.0991632997146192,0.6123631431766524,7.807499835571243,0.6666666666666666,0.0,-0.01921067266733416
PMSG,WINDINGS,I_unbal_rms,stator current,108,4.0866267458855585,1.96437423756174,29.026623842227263,0.8240740740740741,0.1111111111111111,-0.026952198317588542
