machine,I2_I1,I0_I1,I_unbal_rms,Ia_h3,Ia_h5,Ia_h7,Ia_thd,Id_2fe,Iq_2fe,Id_1fe,Iq_1fe,Id_std,Iq_std,Vd_2fe,Vq_2fe,Vdconv_2fe,Vqconv_2fe,PId_2fe,PIq_2fe,PId_std,PIq_std,D2_D1,V2_V1,Te_2fe,Te_1fe,Te_std,Tm_2fe,Tm_1fe,Tm_std,Spd_std,Vdc_std
PMSG,0.16198041871068367,0.01388414452462315,0.06383695607767333,0.2158957992348359,0.03101740149006521,0.033941223497945934,0.0340152255210597,0.5634666267463362,0.18446102208562604,0.5211581021386684,0.1656286679766113,0.08630912243560857,0.20456727589412738,0.6657708930468722,0.16465213555885555,0.5269456620447379,0.16153806987606087,0.5572604268327287,0.1004323277711203,0.29290559128650084,0.033049024704882454,0.09016155723524637,0.0859180971246973,0.6492563003650927,0.6327360966459442,0.4095250623334885,0.5033088867426928,0.6308787932202397,0.3907767968463039,0.4306016855850101,0.002857595005016868
SCIG,0.03360686480259736,0.007056482644705698,0.04653709764824268,0.034932607506759215,0.014263977112244522,0.021374096756572997,0.04203957528996416,0.016056686361558964,0.059534596173215985,0.6044108030619052,0.10489351347468136,0.11742831572579773,0.02521421383791942,0.04090487108614499,0.06027819224601883,0.019095455489848888,0.038763075163940404,0.01605561056296698,0.052852195234149975,0.1181139537037077,0.017596648658130487,0.01006517369100546,0.03255900419717797,0.6251711728007402,0.775081886933255,0.41763599781024546,21.00753883103867,19.084204459977396,7.0125853050384,0.5211993436644424,0.0041002555338521
