alpha,e_req_pct,machine,ftype,suite,cost_rank,fixed_feature,mde_monotone_pct,mde_ci_lo,mde_ci_hi,p_meets,verdict,ds_conditional,ds_all,smallest_extent_tested_pct
0.95,3,SCIG,WINDINGS,drive-internal,0,Vdconv_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.95,5,SCIG,WINDINGS,drive-internal,0,Vdconv_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.95,8,SCIG,WINDINGS,drive-internal,0,Vdconv_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.95,12,SCIG,WINDINGS,drive-internal,0,Vdconv_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.95,3,SCIG,WINDINGS,3 CT,1,I2_I1,2.3000000000000007,2.3000000000000007,3.199999999999996,0.971,meets,1.0,0.9814814814814815,2.3000000000000007
0.95,5,SCIG,WINDINGS,3 CT,1,I2_I1,2.3000000000000007,2.3000000000000007,3.199999999999996,1.0,meets,1.0,0.9814814814814815,2.3000000000000007
0.95,8,SCIG,WINDINGS,3 CT,1,I2_I1,2.3000000000000007,2.3000000000000007,3.199999999999996,1.0,meets,1.0,0.9814814814814815,2.3000000000000007
0.95,12,SCIG,WINDINGS,3 CT,1,I2_I1,2.3000000000000007,2.3000000000000007,3.199999999999996,1.0,meets,1.0,0.9814814814814815,2.3000000000000007
0.95,3,SCIG,WINDINGS,3 CT + 3 VT,2,I2_I1,2.3000000000000007,2.3000000000000007,3.199999999999996,0.974,meets,1.0,0.9814814814814815,2.3000000000000007
0.95,5,SCIG,WINDINGS,3 CT + 3 VT,2,I2_I1,2.3000000000000007,2.3000000000000007,3.199999999999996,1.0,meets,1.0,0.9814814814814815,2.3000000000000007
0.95,8,SCIG,WINDINGS,3 CT + 3 VT,2,I2_I1,2.3000000000000007,2.3000000000000007,3.199999999999996,1.0,meets,1.0,0.9814814814814815,2.3000000000000007
0.95,12,SCIG,WINDINGS,3 CT + 3 VT,2,I2_I1,2.3000000000000007,2.3000000000000007,3.199999999999996,1.0,meets,1.0,0.9814814814814815,2.3000000000000007
0.95,3,SCIG,WINDINGS,3 CT + 3 VT + drive,3,Vdconv_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.95,5,SCIG,WINDINGS,3 CT + 3 VT + drive,3,Vdconv_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.95,8,SCIG,WINDINGS,3 CT + 3 VT + drive,3,Vdconv_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.95,12,SCIG,WINDINGS,3 CT + 3 VT + drive,3,Vdconv_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.95,3,WFSG,TURNS,drive-internal,0,Iq_2fe,11.599999999999994,11.599999999999994,11.599999999999994,0.0,fails,0.905982905982906,0.905982905982906,11.599999999999994
0.95,5,WFSG,TURNS,drive-internal,0,Iq_2fe,11.599999999999994,11.599999999999994,11.599999999999994,0.0,fails,0.905982905982906,0.905982905982906,11.599999999999994
0.95,8,WFSG,TURNS,drive-internal,0,Iq_2fe,11.599999999999994,11.599999999999994,11.599999999999994,0.0,fails,0.905982905982906,0.905982905982906,11.599999999999994
0.95,12,WFSG,TURNS,drive-internal,0,Iq_2fe,11.599999999999994,11.599999999999994,11.599999999999994,1.0,meets,0.9206349206349206,0.905982905982906,11.599999999999994
0.95,3,WFSG,TURNS,3 CT,1,Ia_h3,11.599999999999994,11.599999999999994,11.599999999999994,0.0,fails,0.9829059829059829,0.9829059829059829,11.599999999999994
0.95,5,WFSG,TURNS,3 CT,1,Ia_h3,11.599999999999994,11.599999999999994,11.599999999999994,0.0,fails,0.9829059829059829,0.9829059829059829,11.599999999999994
0.95,8,WFSG,TURNS,3 CT,1,Ia_h3,11.599999999999994,11.599999999999994,11.599999999999994,0.0,fails,0.9829059829059829,0.9829059829059829,11.599999999999994
0.95,12,WFSG,TURNS,3 CT,1,Ia_h3,11.599999999999994,11.599999999999994,11.599999999999994,1.0,meets,0.9682539682539683,0.9829059829059829,11.599999999999994
0.95,3,WFSG,TURNS,3 CT + 3 VT,2,V2_V1,11.599999999999994,11.599999999999994,11.599999999999994,0.0,fails,0.9829059829059829,0.9829059829059829,11.599999999999994
0.95,5,WFSG,TURNS,3 CT + 3 VT,2,V2_V1,11.599999999999994,11.599999999999994,11.599999999999994,0.0,fails,0.9829059829059829,0.9829059829059829,11.599999999999994
0.95,8,WFSG,TURNS,3 CT + 3 VT,2,V2_V1,11.599999999999994,11.599999999999994,11.599999999999994,0.0,fails,0.9829059829059829,0.9829059829059829,11.599999999999994
0.95,12,WFSG,TURNS,3 CT + 3 VT,2,V2_V1,11.599999999999994,11.599999999999994,11.599999999999994,1.0,meets,0.9682539682539683,0.9829059829059829,11.599999999999994
0.95,3,WFSG,TURNS,3 CT + 3 VT + drive,3,V2_V1,11.599999999999994,11.599999999999994,11.599999999999994,0.0,fails,0.9829059829059829,0.9829059829059829,11.599999999999994
0.95,5,WFSG,TURNS,3 CT + 3 VT + drive,3,V2_V1,11.599999999999994,11.599999999999994,11.599999999999994,0.0,fails,0.9829059829059829,0.9829059829059829,11.599999999999994
0.95,8,WFSG,TURNS,3 CT + 3 VT + drive,3,V2_V1,11.599999999999994,11.599999999999994,11.599999999999994,0.0,fails,0.9829059829059829,0.9829059829059829,11.599999999999994
0.95,12,WFSG,TURNS,3 CT + 3 VT + drive,3,V2_V1,11.599999999999994,11.599999999999994,11.599999999999994,1.0,meets,0.9682539682539683,0.9829059829059829,11.599999999999994
0.95,3,WFSG,TURNS,excitation (WFSG only),0,If_2fe,11.599999999999994,11.599999999999994,11.599999999999994,0.0,fails,0.8632478632478633,0.8632478632478633,11.599999999999994
0.95,5,WFSG,TURNS,excitation (WFSG only),0,If_2fe,11.599999999999994,11.599999999999994,11.599999999999994,0.0,fails,0.8632478632478633,0.8632478632478633,11.599999999999994
0.95,8,WFSG,TURNS,excitation (WFSG only),0,If_2fe,11.599999999999994,11.599999999999994,11.599999999999994,0.0,fails,0.8632478632478633,0.8632478632478633,11.599999999999994
0.95,12,WFSG,TURNS,excitation (WFSG only),0,If_2fe,11.599999999999994,11.599999999999994,11.599999999999994,0.999,meets,0.8571428571428571,0.8632478632478633,11.599999999999994
0.95,3,WFSG,WINDINGS,drive-internal,0,Iq_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.95,5,WFSG,WINDINGS,drive-internal,0,Iq_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.95,8,WFSG,WINDINGS,drive-internal,0,Iq_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.95,12,WFSG,WINDINGS,drive-internal,0,Iq_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,,1.0,2.3000000000000007
0.95,3,WFSG,WINDINGS,3 CT,1,I2_I1,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.95,5,WFSG,WINDINGS,3 CT,1,I2_I1,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.95,8,WFSG,WINDINGS,3 CT,1,I2_I1,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.95,12,WFSG,WINDINGS,3 CT,1,I2_I1,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,,1.0,2.3000000000000007
0.95,3,WFSG,WINDINGS,3 CT + 3 VT,2,V2_V1,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.95,5,WFSG,WINDINGS,3 CT + 3 VT,2,V2_V1,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.95,8,WFSG,WINDINGS,3 CT + 3 VT,2,V2_V1,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.95,12,WFSG,WINDINGS,3 CT + 3 VT,2,V2_V1,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,,1.0,2.3000000000000007
0.95,3,WFSG,WINDINGS,3 CT + 3 VT + drive,3,Iq_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.95,5,WFSG,WINDINGS,3 CT + 3 VT + drive,3,Iq_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.95,8,WFSG,WINDINGS,3 CT + 3 VT + drive,3,Iq_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.95,12,WFSG,WINDINGS,3 CT + 3 VT + drive,3,Iq_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,,1.0,2.3000000000000007
0.95,3,WFSG,WINDINGS,excitation (WFSG only),0,If_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.95,5,WFSG,WINDINGS,excitation (WFSG only),0,If_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.95,8,WFSG,WINDINGS,excitation (WFSG only),0,If_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.95,12,WFSG,WINDINGS,excitation (WFSG only),0,If_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,,1.0,2.3000000000000007
0.99,3,PMSG,TURNS,drive-internal,0,D2_D1,7.399999999999999,7.399999999999999,12.04,0.0,fails,0.7530864197530864,0.5833333333333334,2.699999999999996
0.99,5,PMSG,TURNS,drive-internal,0,D2_D1,7.399999999999999,7.399999999999999,12.04,0.002,fails,0.8333333333333334,0.5833333333333334,2.699999999999996
0.99,8,PMSG,TURNS,drive-internal,0,D2_D1,7.399999999999999,7.399999999999999,12.04,0.966,meets,0.9444444444444444,0.5833333333333334,2.699999999999996
0.99,12,PMSG,TURNS,drive-internal,0,D2_D1,7.399999999999999,7.399999999999999,12.04,0.966,meets,1.0,0.5833333333333334,2.699999999999996
0.99,3,PMSG,TURNS,3 CT,1,I2_I1,7.399999999999999,7.399999999999999,12.1,0.0,fails,0.6666666666666666,0.5092592592592593,2.699999999999996
0.99,5,PMSG,TURNS,3 CT,1,I2_I1,7.399999999999999,7.399999999999999,12.1,0.0,fails,0.75,0.5092592592592593,2.699999999999996
0.99,8,PMSG,TURNS,3 CT,1,I2_I1,7.399999999999999,7.399999999999999,12.1,0.89,uncertain,0.8333333333333334,0.5092592592592593,2.699999999999996
0.99,12,PMSG,TURNS,3 CT,1,I2_I1,7.399999999999999,7.399999999999999,12.1,0.945,uncertain,0.8888888888888888,0.5092592592592593,2.699999999999996
0.99,3,PMSG,TURNS,3 CT + 3 VT,2,V2_V1,7.400000000000006,2.800000000000012,12.04,0.04,fails,0.8395061728395061,0.6759259259259259,2.699999999999996
0.99,5,PMSG,TURNS,3 CT + 3 VT,2,V2_V1,7.400000000000006,2.800000000000012,12.04,0.248,uncertain,0.8611111111111112,0.6759259259259259,2.699999999999996
0.99,8,PMSG,TURNS,3 CT + 3 VT,2,V2_V1,7.400000000000006,2.800000000000012,12.04,0.831,uncertain,0.9444444444444444,0.6759259259259259,2.699999999999996
0.99,12,PMSG,TURNS,3 CT + 3 VT,2,V2_V1,7.400000000000006,2.800000000000012,12.04,0.971,meets,1.0,0.6759259259259259,2.699999999999996
0.99,3,PMSG,TURNS,3 CT + 3 VT + drive,3,V2_V1,7.400000000000006,2.800000000000012,11.599999999999994,0.04,fails,0.8395061728395061,0.6759259259259259,2.699999999999996
0.99,5,PMSG,TURNS,3 CT + 3 VT + drive,3,V2_V1,7.400000000000006,2.800000000000012,11.599999999999994,0.278,uncertain,0.8611111111111112,0.6759259259259259,2.699999999999996
0.99,8,PMSG,TURNS,3 CT + 3 VT + drive,3,V2_V1,7.400000000000006,2.800000000000012,11.599999999999994,0.816,uncertain,0.9444444444444444,0.6759259259259259,2.699999999999996
0.99,12,PMSG,TURNS,3 CT + 3 VT + drive,3,V2_V1,7.400000000000006,2.800000000000012,11.599999999999994,0.979,meets,1.0,0.6759259259259259,2.699999999999996
0.99,3,PMSG,WINDINGS,drive-internal,0,D2_D1,14.34,9.537500000000009,14.34,0.024,fails,0.8787878787878788,0.8703703703703703,2.3000000000000007
0.99,5,PMSG,WINDINGS,drive-internal,0,D2_D1,14.34,9.537500000000009,14.34,0.025,fails,0.9333333333333333,0.8703703703703703,2.3000000000000007
0.99,8,PMSG,WINDINGS,drive-internal,0,D2_D1,14.34,9.537500000000009,14.34,0.025,fails,0.9333333333333333,0.8703703703703703,2.3000000000000007
0.99,12,PMSG,WINDINGS,drive-internal,0,D2_D1,14.34,9.537500000000009,14.34,0.164,uncertain,1.0,0.8703703703703703,2.3000000000000007
0.99,3,PMSG,WINDINGS,3 CT,1,I2_I1,9.7,9.7,14.799999999999995,0.0,fails,0.8282828282828283,0.7777777777777778,2.3000000000000007
0.99,5,PMSG,WINDINGS,3 CT,1,I2_I1,9.7,9.7,14.799999999999995,0.002,fails,0.9,0.7777777777777778,2.3000000000000007
0.99,8,PMSG,WINDINGS,3 CT,1,I2_I1,9.7,9.7,14.799999999999995,0.002,fails,0.9,0.7777777777777778,2.3000000000000007
0.99,12,PMSG,WINDINGS,3 CT,1,I2_I1,9.7,9.7,14.799999999999995,0.602,uncertain,0.9583333333333334,0.7777777777777778,2.3000000000000007
0.99,3,PMSG,WINDINGS,3 CT + 3 VT,2,V2_V1,14.34,9.7,14.34,0.011,fails,0.8787878787878788,0.8888888888888888,2.3000000000000007
0.99,5,PMSG,WINDINGS,3 CT + 3 VT,2,V2_V1,14.34,9.7,14.34,0.011,fails,0.9444444444444444,0.8888888888888888,2.3000000000000007
0.99,8,PMSG,WINDINGS,3 CT + 3 VT,2,V2_V1,14.34,9.7,14.34,0.011,fails,0.9444444444444444,0.8888888888888888,2.3000000000000007
0.99,12,PMSG,WINDINGS,3 CT + 3 VT,2,V2_V1,14.34,9.7,14.34,0.365,uncertain,1.0,0.8888888888888888,2.3000000000000007
0.99,3,PMSG,WINDINGS,3 CT + 3 VT + drive,3,V2_V1,14.34,9.7,14.34,0.014,fails,0.8787878787878788,0.8888888888888888,2.3000000000000007
0.99,5,PMSG,WINDINGS,3 CT + 3 VT + drive,3,V2_V1,14.34,9.7,14.34,0.014,fails,0.9444444444444444,0.8888888888888888,2.3000000000000007
0.99,8,PMSG,WINDINGS,3 CT + 3 VT + drive,3,V2_V1,14.34,9.7,14.34,0.014,fails,0.9444444444444444,0.8888888888888888,2.3000000000000007
0.99,12,PMSG,WINDINGS,3 CT + 3 VT + drive,3,V2_V1,14.34,9.7,14.34,0.353,uncertain,1.0,0.8888888888888888,2.3000000000000007
0.99,3,SCIG,TURNS,drive-internal,0,Id_2fe,7.399999999999999,7.399999999999999,12.04,0.0,fails,0.8271604938271605,0.6944444444444444,2.699999999999996
0.99,5,SCIG,TURNS,drive-internal,0,Id_2fe,7.399999999999999,7.399999999999999,12.04,0.0,fails,0.9305555555555556,0.6944444444444444,2.699999999999996
0.99,8,SCIG,TURNS,drive-internal,0,Id_2fe,7.399999999999999,7.399999999999999,12.04,0.963,meets,0.9444444444444444,0.6944444444444444,2.699999999999996
0.99,12,SCIG,TURNS,drive-internal,0,Id_2fe,7.399999999999999,7.399999999999999,12.04,0.963,meets,1.0,0.6944444444444444,2.699999999999996
0.99,3,SCIG,TURNS,3 CT,1,I2_I1,7.399999999999999,7.399999999999999,12.04,0.0,fails,0.7901234567901234,0.6296296296296297,2.699999999999996
0.99,5,SCIG,TURNS,3 CT,1,I2_I1,7.399999999999999,7.399999999999999,12.04,0.0,fails,0.8888888888888888,0.6296296296296297,2.699999999999996
0.99,8,SCIG,TURNS,3 CT,1,I2_I1,7.399999999999999,7.399999999999999,12.04,0.972,meets,0.9444444444444444,0.6296296296296297,2.699999999999996
0.99,12,SCIG,TURNS,3 CT,1,I2_I1,7.399999999999999,7.399999999999999,12.04,0.972,meets,1.0,0.6296296296296297,2.699999999999996
0.99,3,SCIG,TURNS,3 CT + 3 VT,2,I2_I1,7.399999999999999,7.399999999999999,12.04,0.0,fails,0.7901234567901234,0.6296296296296297,2.699999999999996
0.99,5,SCIG,TURNS,3 CT + 3 VT,2,I2_I1,7.399999999999999,7.399999999999999,12.04,0.0,fails,0.8888888888888888,0.6296296296296297,2.699999999999996
0.99,8,SCIG,TURNS,3 CT + 3 VT,2,I2_I1,7.399999999999999,7.399999999999999,12.04,0.955,meets,0.9444444444444444,0.6296296296296297,2.699999999999996
0.99,12,SCIG,TURNS,3 CT + 3 VT,2,I2_I1,7.399999999999999,7.399999999999999,12.04,0.955,meets,1.0,0.6296296296296297,2.699999999999996
0.99,3,SCIG,TURNS,3 CT + 3 VT + drive,3,Id_2fe,7.399999999999999,7.399999999999999,12.04,0.0,fails,0.8271604938271605,0.6944444444444444,2.699999999999996
0.99,5,SCIG,TURNS,3 CT + 3 VT + drive,3,Id_2fe,7.399999999999999,7.399999999999999,12.04,0.0,fails,0.9305555555555556,0.6944444444444444,2.699999999999996
0.99,8,SCIG,TURNS,3 CT + 3 VT + drive,3,Id_2fe,7.399999999999999,7.399999999999999,12.04,0.972,meets,0.9444444444444444,0.6944444444444444,2.699999999999996
0.99,12,SCIG,TURNS,3 CT + 3 VT + drive,3,Id_2fe,7.399999999999999,7.399999999999999,12.04,0.972,meets,1.0,0.6944444444444444,2.699999999999996
0.99,3,SCIG,WINDINGS,drive-internal,0,Id_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.99,5,SCIG,WINDINGS,drive-internal,0,Id_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.99,8,SCIG,WINDINGS,drive-internal,0,Id_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.99,12,SCIG,WINDINGS,drive-internal,0,Id_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.99,3,SCIG,WINDINGS,3 CT,1,I2_I1,2.3000000000000007,2.3000000000000007,3.199999999999996,0.859,uncertain,0.98989898989899,0.9629629629629629,2.3000000000000007
0.99,5,SCIG,WINDINGS,3 CT,1,I2_I1,2.3000000000000007,2.3000000000000007,3.199999999999996,1.0,meets,1.0,0.9629629629629629,2.3000000000000007
0.99,8,SCIG,WINDINGS,3 CT,1,I2_I1,2.3000000000000007,2.3000000000000007,3.199999999999996,1.0,meets,1.0,0.9629629629629629,2.3000000000000007
0.99,12,SCIG,WINDINGS,3 CT,1,I2_I1,2.3000000000000007,2.3000000000000007,3.199999999999996,1.0,meets,1.0,0.9629629629629629,2.3000000000000007
0.99,3,SCIG,WINDINGS,3 CT + 3 VT,2,I2_I1,2.3000000000000007,2.3000000000000007,3.199999999999996,0.859,uncertain,0.98989898989899,0.9629629629629629,2.3000000000000007
0.99,5,SCIG,WINDINGS,3 CT + 3 VT,2,I2_I1,2.3000000000000007,2.3000000000000007,3.199999999999996,0.998,meets,1.0,0.9629629629629629,2.3000000000000007
0.99,8,SCIG,WINDINGS,3 CT + 3 VT,2,I2_I1,2.3000000000000007,2.3000000000000007,3.199999999999996,0.998,meets,1.0,0.9629629629629629,2.3000000000000007
0.99,12,SCIG,WINDINGS,3 CT + 3 VT,2,I2_I1,2.3000000000000007,2.3000000000000007,3.199999999999996,1.0,meets,1.0,0.9629629629629629,2.3000000000000007
0.99,3,SCIG,WINDINGS,3 CT + 3 VT + drive,3,Id_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.99,5,SCIG,WINDINGS,3 CT + 3 VT + drive,3,Id_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.99,8,SCIG,WINDINGS,3 CT + 3 VT + drive,3,Id_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.99,12,SCIG,WINDINGS,3 CT + 3 VT + drive,3,Id_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.99,3,WFSG,TURNS,drive-internal,0,Iq_2fe,11.599999999999994,11.599999999999994,11.599999999999994,0.0,fails,0.8888888888888888,0.8888888888888888,11.599999999999994
0.99,5,WFSG,TURNS,drive-internal,0,Iq_2fe,11.599999999999994,11.599999999999994,11.599999999999994,0.0,fails,0.8888888888888888,0.8888888888888888,11.599999999999994
0.99,8,WFSG,TURNS,drive-internal,0,Iq_2fe,11.599999999999994,11.599999999999994,11.599999999999994,0.0,fails,0.8888888888888888,0.8888888888888888,11.599999999999994
0.99,12,WFSG,TURNS,drive-internal,0,Iq_2fe,11.599999999999994,11.599999999999994,11.599999999999994,0.999,meets,0.8888888888888888,0.8888888888888888,11.599999999999994
0.99,3,WFSG,TURNS,3 CT,1,Ia_h3,11.599999999999994,11.599999999999994,11.599999999999994,0.0,fails,0.9572649572649573,0.9572649572649573,11.599999999999994
0.99,5,WFSG,TURNS,3 CT,1,Ia_h3,11.599999999999994,11.599999999999994,11.599999999999994,0.0,fails,0.9572649572649573,0.9572649572649573,11.599999999999994
0.99,8,WFSG,TURNS,3 CT,1,Ia_h3,11.599999999999994,11.599999999999994,11.599999999999994,0.0,fails,0.9572649572649573,0.9572649572649573,11.599999999999994
0.99,12,WFSG,TURNS,3 CT,1,Ia_h3,11.599999999999994,11.599999999999994,11.599999999999994,1.0,meets,0.9206349206349206,0.9572649572649573,11.599999999999994
0.99,3,WFSG,TURNS,3 CT + 3 VT,2,V2_V1,11.599999999999994,11.599999999999994,11.599999999999994,0.0,fails,0.9829059829059829,0.9829059829059829,11.599999999999994
0.99,5,WFSG,TURNS,3 CT + 3 VT,2,V2_V1,11.599999999999994,11.599999999999994,11.599999999999994,0.0,fails,0.9829059829059829,0.9829059829059829,11.599999999999994
0.99,8,WFSG,TURNS,3 CT + 3 VT,2,V2_V1,11.599999999999994,11.599999999999994,11.599999999999994,0.0,fails,0.9829059829059829,0.9829059829059829,11.599999999999994
0.99,12,WFSG,TURNS,3 CT + 3 VT,2,V2_V1,11.599999999999994,11.599999999999994,11.599999999999994,1.0,meets,0.9682539682539683,0.9829059829059829,11.599999999999994
0.99,3,WFSG,TURNS,3 CT + 3 VT + drive,3,V2_V1,11.599999999999994,11.599999999999994,11.599999999999994,0.0,fails,0.9829059829059829,0.9829059829059829,11.599999999999994
0.99,5,WFSG,TURNS,3 CT + 3 VT + drive,3,V2_V1,11.599999999999994,11.599999999999994,11.599999999999994,0.0,fails,0.9829059829059829,0.9829059829059829,11.599999999999994
0.99,8,WFSG,TURNS,3 CT + 3 VT + drive,3,V2_V1,11.599999999999994,11.599999999999994,11.599999999999994,0.0,fails,0.9829059829059829,0.9829059829059829,11.599999999999994
0.99,12,WFSG,TURNS,3 CT + 3 VT + drive,3,V2_V1,11.599999999999994,11.599999999999994,11.599999999999994,1.0,meets,0.9682539682539683,0.9829059829059829,11.599999999999994
0.99,3,WFSG,TURNS,excitation (WFSG only),0,If_2fe,11.599999999999994,11.599999999999994,12.04,0.0,fails,0.8034188034188035,0.8034188034188035,11.599999999999994
0.99,5,WFSG,TURNS,excitation (WFSG only),0,If_2fe,11.599999999999994,11.599999999999994,12.04,0.0,fails,0.8034188034188035,0.8034188034188035,11.599999999999994
0.99,8,WFSG,TURNS,excitation (WFSG only),0,If_2fe,11.599999999999994,11.599999999999994,12.04,0.0,fails,0.8034188034188035,0.8034188034188035,11.599999999999994
0.99,12,WFSG,TURNS,excitation (WFSG only),0,If_2fe,11.599999999999994,11.599999999999994,12.04,0.84,uncertain,0.8095238095238095,0.8034188034188035,11.599999999999994
0.99,3,WFSG,WINDINGS,drive-internal,0,Iq_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.99,5,WFSG,WINDINGS,drive-internal,0,Iq_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.99,8,WFSG,WINDINGS,drive-internal,0,Iq_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.99,12,WFSG,WINDINGS,drive-internal,0,Iq_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,,1.0,2.3000000000000007
0.99,3,WFSG,WINDINGS,3 CT,1,I2_I1,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.99,5,WFSG,WINDINGS,3 CT,1,I2_I1,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.99,8,WFSG,WINDINGS,3 CT,1,I2_I1,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.99,12,WFSG,WINDINGS,3 CT,1,I2_I1,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,,1.0,2.3000000000000007
0.99,3,WFSG,WINDINGS,3 CT + 3 VT,2,I2_I1,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.99,5,WFSG,WINDINGS,3 CT + 3 VT,2,I2_I1,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.99,8,WFSG,WINDINGS,3 CT + 3 VT,2,I2_I1,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.99,12,WFSG,WINDINGS,3 CT + 3 VT,2,I2_I1,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,,1.0,2.3000000000000007
0.99,3,WFSG,WINDINGS,3 CT + 3 VT + drive,3,Iq_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.99,5,WFSG,WINDINGS,3 CT + 3 VT + drive,3,Iq_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.99,8,WFSG,WINDINGS,3 CT + 3 VT + drive,3,Iq_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.99,12,WFSG,WINDINGS,3 CT + 3 VT + drive,3,Iq_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,,1.0,2.3000000000000007
0.99,3,WFSG,WINDINGS,excitation (WFSG only),0,If_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.99,5,WFSG,WINDINGS,excitation (WFSG only),0,If_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
0.99,8,WFSG,WINDINGS,excitation (WFSG only),0,If_2fe,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.0,meets,1.0,1.0,2.3000000000000007
