machine,speed_rpm,V2_V1,I2_I1,Id_2fe,PId_2fe,Vq_2fe,n
PMSG,1200,0.04,0.013333333333333334,0.02666666666666667,0.02666666666666667,0.013333333333333334,75
PMSG,1500,0.05333333333333334,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.10666666666666667,75
PMSG,1800,0.06666666666666667,0.013333333333333334,0.06666666666666667,0.06666666666666667,0.04,75
SCIG,1200,0.12,0.0,0.09333333333333334,0.09333333333333334,0.10666666666666667,75
SCIG,1500,0.04,0.0,0.06666666666666667,0.06666666666666667,0.05333333333333334,75
SCIG,1800,0.0,0.16,0.0,0.0,0.0,75
